danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0.462,0.0905,-17.383,0.0765,0.887,0.00919,0.242,0.0365,134.973,216600
0.644,0.78,-5.372,0.126,0.0642,1.8e-06,0.451,0.825,83.94,175000
0.564,0.994,-5.734,0.0439,0.00974,0.927,0.0961,0.313,135.989,207867
0.134,0.107,-22.308,0.0374,0.991,0.967,0.123,0.0324,143.842,461093
0.668,0.0505,-18.843,0.358,0.807,0.0,0.107,0.598,148.649,109507
0.356,0.167,-20.372,0.0398,0.891,0.0159,0.0755,0.504,96.105,103055
0.627,0.32,-9.414,0.0473,0.77,0.0,0.0793,0.489,96.934,219363
0.145,0.0149,-31.216,0.0435,0.99,0.936,0.103,0.0378,139.829,231973
0.747,0.641,-4.502,0.0925,0.25,0.00107,0.106,0.453,100.028,186231
0.355,0.126,-20.291,0.068,0.965,0.3,0.102,0.366,174.756,142309
0.421,0.442,-13.808,0.0366,0.919,0.947,0.0853,0.229,149.985,184375
0.624,0.993,-5.523,0.0588,0.00448,0.768,0.181,0.134,121.934,379013
0.702,0.727,-5.242,0.0956,0.0198,0.0,0.144,0.962,99.133,21368
0.0787,0.0282,-29.025,0.0473,0.899,0.75,0.114,0.0381,69.889,288640
0.676,0.833,-5.093,0.0345,0.0589,0.553,0.0693,0.809,140.02,218827
0.452,0.592,-7.292,0.149,0.00214,0.0584,0.128,0.225,150.034,270400
0.525,0.805,-4.625,0.137,0.014,1.3e-06,0.236,0.384,119.785,196371
0.437,0.682,1.43,0.0502,0.0236,1.19e-05,0.0839,0.215,80.994,150361
0.698,0.755,-5.312,0.404,0.0162,0.0,0.33,0.759,146.959,213473
0.0826,0.0402,-18.211,0.0441,0.982,0.967,0.122,0.0375,168.919,63920
0.759,0.626,-6.289,0.217,0.212,1.13e-05,0.0922,0.651,115.007,181773
0.761,0.502,-7.522,0.0962,0.0899,4.27e-06,0.126,0.396,140.036,219690
0.734,0.665,-8.886,0.18,0.0798,0.00119,0.315,0.405,141.316,122553
0.818,0.397,-11.928,0.257,0.0667,4.7e-05,0.0923,0.527,129.954,186874
0.867,0.606,-5.124,0.0543,0.0784,0.0,0.567,0.901,121.031,222640
0.472,0.437,-8.517,0.0282,0.589,0.00165,0.147,0.301,118.719,305904
0.526,0.965,-4.807,0.0584,0.000109,0.783,0.0902,0.895,159.929,324637
0.791,0.961,-3.973,0.254,0.0357,0.246,0.35,0.323,165.363,270880
0.513,0.953,-0.889,0.0791,0.00346,0.0175,0.104,0.0375,194.869,216615
0.608,0.695,-7.828,0.0422,0.553,0.804,0.111,0.149,104.979,274286
0.643,0.866,-4.364,0.0752,0.00224,5.69e-06,0.218,0.391,149.887,171813
0.526,0.249,-11.011,0.0299,0.331,0.0021,0.0684,0.194,95.488,141960
0.839,0.362,-9.8,0.0454,0.652,0.762,0.0579,0.967,104.019,152885
0.673,0.0224,-18.357,0.198,0.897,0.0,0.0912,0.48,77.769,280733
0.377,0.624,-7.128,0.111,0.0785,0.0,0.332,0.173,137.047,209725
0.0805,0.186,-16.566,0.0372,0.923,0.805,0.569,0.0969,72.58,130339
0.681,0.829,-7.305,0.0626,0.0795,2.09e-06,0.327,0.814,119.975,231960
0.411,0.738,-3.902,0.0662,0.483,0.00338,0.298,0.392,113.358,148385
0.636,0.492,-10.944,0.029,0.422,0.000178,0.131,0.499,135.052,142386
0.521,0.599,-5.351,0.0429,0.377,0.0,0.143,0.364,72.99,248952
0.626,0.84,-4.591,0.0956,0.00126,2.45e-05,0.0534,0.894,180.029,171893
0.612,0.84,-3.145,0.0509,0.112,0.0,0.116,0.438,129.042,212862
0.78,0.716,-6.404,0.1,0.0562,0.0142,0.0759,0.747,96.999,171700
0.653,0.791,-7.045,0.139,0.0188,0.0414,0.0755,0.279,169.999,211559
0.628,0.913,-3.562,0.0515,0.00502,0.828,0.386,0.344,137.017,313213
0.607,0.873,-8.336,0.0554,2.83e-05,0.815,0.119,0.708,141.004,300382
0.509,0.984,-3.841,0.0451,1.49e-05,0.935,0.0621,0.491,140.009,396027
0.716,0.783,-12.876,0.0496,0.172,0.0346,0.0327,0.952,121.306,244773
0.556,0.316,-16.158,0.0354,0.616,0.272,0.124,0.032,105.022,82753
0.654,0.885,-5.41,0.058,0.000923,0.668,0.373,0.674,107.493,305753
0.696,0.874,-3.318,0.0772,0.117,0.0,0.331,0.747,104.196,204800
0.754,0.819,-6.833,0.112,0.0684,0.0,0.345,0.818,142.137,215800
0.491,0.73,-4.399,0.0432,0.039,0.0,0.112,0.461,87.098,239560
0.571,0.651,-6.26,0.0349,0.242,0.0,0.0938,0.374,121.202,254400
0.0833,0.0715,-25.107,0.0447,0.732,0.892,0.139,0.0372,83.268,161493
0.76,0.619,-7.931,0.136,0.00276,0.0,0.276,0.253,136.154,132973
0.0867,0.0144,-25.131,0.0422,0.966,0.981,0.112,0.118,70.886,296280
0.727,0.427,-11.899,0.0428,0.393,1.92e-06,0.286,0.328,119.746,212093
0.652,0.966,-6.554,0.044,0.104,0.0,0.357,0.921,122.214,197187
0.547,0.325,-12.391,0.0438,0.379,0.0,0.181,0.208,99.826,152800
0.172,0.916,-8.935,0.0667,0.606,0.201,0.103,0.037,90.142,318227
0.336,0.283,-11.947,0.0325,0.702,0.359,0.316,0.287,124.859,756720
0.142,0.431,-10.573,0.0355,0.108,0.0025,0.048,0.307,79.006,385467
0.45,0.268,-15.611,0.032,0.947,0.758,0.519,0.116,111.438,277160
0.594,0.141,-27.943,0.503,0.946,0.0728,0.168,0.596,112.937,27919
0.883,0.563,-7.052,0.284,0.318,2.92e-05,0.127,0.473,98.038,176327
0.12,0.0384,-23.13,0.0425,0.98,0.768,0.104,0.0714,92.792,399000
0.51,0.878,-6.636,0.0783,0.00331,3.05e-06,0.118,0.135,105.005,180571
0.804,0.823,-3.667,0.0745,0.0984,3.78e-06,0.246,0.489,124.062,152564
0.255,0.32,-19.821,0.0533,0.826,0.0219,0.261,0.302,87.301,45293
0.39,0.448,-8.57,0.0276,0.8,0.182,0.107,0.077,144.89,183103
0.843,0.713,-2.742,0.146,0.0188,0.00339,0.0652,0.396,98.019,151837
0.293,0.394,-9.581,0.0299,0.691,0.382,0.157,0.0384,80.168,335147
0.387,0.554,-5.159,0.0358,0.0136,0.852,0.63,0.248,79.038,44852
0.295,0.457,-12.935,0.0293,0.899,0.969,0.647,0.128,80.643,146684
0.377,0.26,-9.106,0.0291,0.913,0.000713,0.422,0.165,158.255,111186
0.697,0.705,-8.686,0.136,0.16,0.0121,0.0731,0.3,126.99,249316
0.55,0.483,-16.226,0.0447,0.987,0.976,0.629,0.167,92.953,301293
0.766,0.571,-9.764,0.0385,0.43,0.135,0.142,0.716,93.075,149423
0.711,0.937,-5.314,0.0351,0.146,0.763,0.324,0.57,134.21,221160
0.707,0.681,-8.335,0.0368,0.296,1.98e-06,0.12,0.547,100.999,213937
0.225,0.0702,-25.717,0.0374,0.587,0.425,0.126,0.035,111.292,96640
0.564,0.43,-5.784,0.0252,0.55,0.0,0.0953,0.2,96.059,183985
0.231,0.249,-10.928,0.0345,0.721,1.12e-05,0.104,0.0363,118.36,194169
0.652,0.908,-4.5,0.11,0.234,0.0,0.0769,0.646,119.95,228280
0.788,0.4,-7.07,0.0814,0.324,4.36e-05,0.0807,0.591,89.432,186937
0.761,0.747,-6.888,0.252,0.00565,0.00374,0.164,0.585,122.974,211301
0.732,0.523,-6.939,0.0314,0.133,0.000103,0.264,0.261,116.961,184132
0.696,0.559,-6.194,0.0326,0.0223,0.000129,0.159,0.41,113.201,194314
0.688,0.483,-5.539,0.0393,0.265,0.0,0.0838,0.488,95.198,154198
0.551,0.773,-3.485,0.0318,0.0913,3.77e-05,0.237,0.494,128.013,247000
0.572,0.442,-7.473,0.0375,0.101,1.22e-06,0.0984,0.132,76.973,204918
0.502,0.825,-7.609,0.0367,0.0121,0.689,0.12,0.198,177.996,184505
0.491,0.768,-6.605,0.128,0.00343,0.916,0.0891,0.227,112.436,169892
0.537,0.726,-8.057,0.031,0.253,3.57e-05,0.124,0.208,97.989,234082
0.64,0.605,-10.135,0.0726,0.0416,0.00319,0.126,0.193,105.023,170559
0.63,0.251,-11.475,0.0325,0.826,0.00136,0.119,0.21,171.923,207830
0.576,0.325,-8.887,0.0437,0.747,0.874,0.0956,0.153,149.938,216320
0.548,0.449,-5.272,0.0267,0.12,0.0,0.14,0.111,97.55,212559
0.733,0.934,-4.546,0.0588,0.000462,0.892,0.0585,0.275,129.998,205880
0.806,0.439,-8.917,0.068,0.0625,0.00767,0.098,0.489,131.056,148238
0.176,0.314,-9.927,0.0351,0.89,0.0357,0.124,0.103,83.41,102337
0.707,0.842,-11.393,0.0532,0.00618,0.871,0.0628,0.763,131.783,234773
0.506,0.805,-4.119,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074
0.458,0.93,-4.61,0.13,0.0372,0.0154,0.115,0.31,148.129,225367
0.585,0.79,-4.21,0.0975,0.128,0.000393,0.217,0.298,100.035,268973
0.766,0.896,-7.561,0.0581,0.0201,0.828,0.143,0.58,127.011,324086
0.661,0.862,-3.637,0.0427,0.0163,0.000443,0.413,0.437,100.03,188200
0.58,0.434,-10.708,0.0479,0.00738,0.000129,0.105,0.536,139.082,221987
0.58,0.0774,-23.699,0.0715,0.964,0.283,0.0874,0.478,131.713,110000
0.755,0.876,-8.867,0.0362,0.357,5.17e-06,0.22,0.954,102.762,174827
0.765,0.704,-4.589,0.127,0.0215,0.0,0.227,0.498,147.055,192172
0.693,0.924,-5.867,0.0532,0.000232,0.85,0.344,0.59,138.013,235267
0.429,0.553,-4.838,0.0668,0.458,0.0,0.0766,0.381,97.954,192456
0.78,0.759,-3.292,0.225,0.462,0.000868,0.143,0.579,91.952,201040
0.572,0.394,-5.938,0.285,0.192,0.00392,0.12,0.465,135.021,59960
0.614,0.708,-9.797,0.0369,0.00522,0.752,0.427,0.0631,122.997,383902
0.302,0.447,-13.358,0.0342,0.15,0.000353,0.114,0.113,96.879,592600
0.284,0.0323,-30.385,0.0468,0.925,0.0,0.09,0.0699,68.876,111867
0.632,0.92,-4.976,0.0531,0.119,0.508,0.114,0.363,127.001,290493
0.902,0.839,-9.447,0.208,0.0933,0.0,0.102,0.727,133.989,190537
0.806,0.76,-4.69,0.0465,0.0114,3.11e-05,0.126,0.554,101.965,172048
0.641,0.559,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193
0.883,0.492,-12.118,0.354,0.339,0.0,0.166,0.59,94.959,146526
0.716,0.484,-8.001,0.0264,0.208,0.000767,0.328,0.651,130.984,286000
0.278,0.186,-31.399,0.541,0.888,0.0249,0.327,0.109,95.389,140827
0.824,0.565,-7.605,0.117,0.0805,0.000576,0.12,0.748,143.516,152409
0.475,0.714,-7.82,0.0373,0.00993,0.0196,0.0779,0.568,183.991,217493
0.691,0.737,-7.06,0.0715,0.0516,0.0,0.155,0.525,101.973,201176
0.718,0.762,-5.006,0.0571,0.284,1.58e-06,0.0971,0.368,132.893,190098
0.644,0.46,-9.875,0.415,0.237,0.742,0.284,0.202,143.948,248333
0.488,0.311,-11.467,0.297,0.562,0.000548,0.161,0.579,184.112,159783
0.873,0.479,-6.683,0.222,0.656,8.13e-06,0.19,0.945,108.014,135013
0.478,0.504,-6.91,0.0305,0.162,0.0,0.119,0.309,86.048,168547
0.2,0.174,-13.429,0.031,0.795,0.0017,0.0765,0.0374,74.665,212297
0.205,0.255,-13.78,0.0341,0.952,0.0192,0.115,0.0377,68.685,149027
0.393,0.0103,-33.253,0.037,0.947,0.995,0.114,0.493,94.88,21947
0.534,0.888,-4.667,0.0972,0.00128,6.15e-06,0.0772,0.582,158.368,233760
0.684,0.438,-8.309,0.0388,0.222,0.0,0.262,0.253,123.997,322563
0.518,0.443,-9.409,0.0375,0.0359,0.242,0.189,0.0963,92.005,219333
0.906,0.438,-7.574,0.0654,0.0425,2.18e-05,0.071,0.64,114.008,245480
0.53,0.994,-9.629,0.0615,0.000592,0.00708,0.364,0.681,139.992,227000
0.662,0.725,-4.55,0.0297,0.00199,0.309,0.15,0.107,119.924,220418
0.703,0.594,-6.146,0.0752,0.342,0.0,0.123,0.475,153.848,114893
0.477,0.682,-4.931,0.0925,0.153,0.0,0.0763,0.345,110.567,202205
0.388,0.018,-31.205,0.05,0.996,0.898,0.189,0.18,74.638,228832
0.256,0.0076,-40.119,0.0648,0.986,0.794,0.0741,0.671,103.059,24693
0.452,0.497,-12.373,0.061,0.562,0.001,0.285,0.77,190.571,158677
0.232,0.441,-14.604,0.0452,0.135,0.0441,0.668,0.237,147.655,307267
0.187,0.0766,-19.987,0.0368,0.46,0.979,0.391,0.0397,101.961,347907
0.332,0.828,-9.466,0.0588,0.191,0.851,0.123,0.0559,129.984,312000
0.223,0.227,-7.175,0.0349,0.961,0.0,0.0983,0.119,102.65,191280
0.552,0.98,-4.676,0.254,0.00159,0.00552,0.438,0.668,162.961,195440
0.266,0.00197,-42.287,0.0573,0.974,0.895,0.0817,0.0,104.891,22107
0.205,0.304,-11.007,0.0356,0.352,0.35,0.137,0.0329,117.554,266000
0.2,0.114,-17.659,0.0421,0.779,0.0015,0.117,0.131,131.872,276409
0.581,0.916,-5.352,0.0412,0.00434,0.0193,0.0598,0.483,125.945,249547
0.233,0.195,-17.202,0.0461,0.96,0.914,0.0793,0.0675,61.211,134133
0.791,0.574,-7.061,0.0673,0.324,0.0,0.102,0.406,122.053,182767
0.27,0.925,-4.133,0.0524,0.0184,0.856,0.113,0.0943,127.022,265748
0.686,0.771,-5.697,0.0705,0.0254,0.000138,0.107,0.393,123.985,167253
0.465,0.687,-10.964,0.0495,0.0206,0.929,0.121,0.13,70.507,90427
0.305,0.348,-16.196,0.0473,0.95,0.00743,0.95,0.104,84.371,67227
0.545,0.723,-5.182,0.326,0.195,0.0,0.119,0.504,109.767,197387
0.696,0.94,-3.498,0.064,0.00272,1.34e-06,0.0987,0.7,128.005,207976
0.309,0.131,-24.695,0.0766,0.96,0.341,0.0966,0.12,174.339,59187
0.746,0.787,-6.373,0.12,0.214,0.0,0.0669,0.607,95.005,206187
0.778,0.975,-2.277,0.278,0.0146,0.0286,0.1,0.244,155.028,247694
0.354,0.0167,-28.389,0.0728,0.953,0.789,0.109,0.0851,74.324,134364
0.849,0.678,-6.679,0.229,0.0154,0.0,0.111,0.224,128.97,127800
0.623,0.821,-2.395,0.0279,0.244,0.0,0.196,0.939,97.955,159507
0.319,0.0345,-24.637,0.0339,0.99,0.897,0.111,0.0387,106.014,179751
0.171,0.409,-12.299,0.0408,0.634,0.000527,0.39,0.055,116.863,97762
0.541,0.646,-6.451,0.226,0.558,0.00145,0.101,0.47,84.832,234040
0.399,0.0653,-21.43,0.0327,0.967,0.000399,0.0624,0.0996,110.009,227413
0.736,0.676,-6.531,0.146,0.129,0.0,0.147,0.345,150.012,181862
0.795,0.595,-8.073,0.0698,0.0823,0.0,0.128,0.502,91.025,196348
0.679,0.766,-7.905,0.0425,0.00782,0.000263,0.0883,0.299,99.998,221622
0.742,0.546,-7.694,0.0315,0.172,0.38,0.115,0.868,104.996,260520
0.936,0.479,-5.842,0.27,0.112,0.0107,0.0663,0.479,100.999,185760
0.629,0.986,0.423,0.151,0.0218,0.13,0.425,0.0789,100.012,196800
0.552,0.929,-1.625,0.545,0.129,0.000363,0.706,0.173,159.72,196500
0.473,0.987,-4.585,0.105,0.00159,0.76,0.652,0.0922,137.99,263635
0.523,0.876,-2.446,0.0486,0.137,0.0,0.355,0.566,107.903,177720
0.559,0.78,-7.925,0.0485,0.595,0.000508,0.314,0.468,129.36,197800
0.622,0.576,-6.238,0.0249,0.0706,3.7e-06,0.365,0.354,140.048,204860
0.311,0.316,-15.706,0.066,0.836,0.345,0.23,0.223,173.174,321745
0.84,0.815,-5.483,0.162,0.282,0.0419,0.583,0.909,135.023,279200
0.207,0.293,-17.386,0.0613,0.0186,0.631,0.774,0.195,75.301,131122
0.762,0.459,-8.011,0.0539,0.164,0.795,0.65,0.225,96.032,192579
0.818,0.715,-6.287,0.0429,0.223,0.000253,0.265,0.946,133.359,271746
0.156,0.0258,-18.942,0.044,0.981,0.112,0.262,0.0469,166.314,77720
0.747,0.643,-6.991,0.178,0.0756,0.00894,0.355,0.538,99.981,147626
0.633,0.858,-7.42,0.0473,0.208,0.0112,0.0655,0.724,102.561,356520
0.605,0.464,-10.954,0.112,0.991,0.9,0.0818,0.941,83.725,143080
0.198,0.0651,-21.076,0.0387,0.888,0.786,0.108,0.0587,69.88,177307
0.0589,0.00743,-18.617,0.0556,0.862,0.926,0.121,0.0357,69.557,1208806
0.452,0.475,-10.877,0.0888,0.918,0.169,0.11,0.088,132.013,276912
0.258,0.51,-10.753,0.0318,0.695,0.444,0.116,0.0725,128.4,133398
0.692,0.724,-5.487,0.106,0.0012,6.43e-05,0.244,0.293,126.023,220952
0.781,0.854,-4.118,0.0745,0.0263,0.000211,0.344,0.41,103.021,160552
0.436,0.00164,-33.947,0.0954,0.943,0.864,0.0801,0.157,90.754,192733
0.818,0.81,-6.603,0.134,0.153,0.000432,0.288,0.495,127.0,196627
0.849,0.875,-6.236,0.03,0.0947,0.0213,0.364,0.898,130.013,230933
0.739,0.677,-4.642,0.0502,0.0101,0.0454,0.0483,0.488,123.99,255484
0.418,0.126,-18.577,0.034,0.784,0.832,0.0807,0.228,74.253,227427
0.759,0.621,-5.233,0.0866,0.508,4.49e-05,0.265,0.612,120.053,219493
0.754,0.939,-1.953,0.0387,0.124,0.00281,0.293,0.853,122.006,175082
0.518,0.679,-5.406,0.0355,0.079,4.85e-05,0.0588,0.106,132.146,214133
0.153,0.0104,-37.655,0.0426,0.982,0.916,0.0894,0.275,130.524,130653
0.588,0.325,-14.823,0.0337,0.892,0.52,0.101,0.545,93.909,197640
0.493,0.977,-4.718,0.0541,0.0355,0.145,0.0815,0.346,100.036,212640
0.284,0.457,-9.239,0.0382,0.0817,0.0,0.413,0.293,86.88,153787
0.481,0.648,-8.779,0.17,0.41,0.742,0.102,0.111,134.144,216913
0.548,0.482,-5.5,0.259,0.046,0.177,0.117,0.184,60.352,217401
0.295,0.0302,-22.016,0.0468,0.994,0.011,0.0659,0.183,169.874,255827
0.683,0.607,-10.666,0.118,0.00724,0.892,0.116,0.147,170.098,161000
0.785,0.641,-4.25,0.0276,0.588,0.0,0.325,0.648,95.987,242992
0.567,0.765,-4.107,0.108,0.317,0.0,0.14,0.541,121.924,169467
0.441,0.392,-12.032,0.0333,0.456,8.72e-06,0.163,0.16,115.531,238467
0.621,0.873,-3.067,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,237800
0.685,0.939,-5.103,0.353,0.192,0.905,0.141,0.151,107.193,160769
0.142,0.256,-16.03,0.0447,0.882,3.18e-06,0.365,0.11,179.208,131760
0.427,0.757,-6.16,0.0316,6.99e-06,0.956,0.7,0.216,139.972,289976
0.402,0.557,-12.786,0.0358,0.0904,0.883,0.173,0.648,130.5,606160
0.561,0.749,-5.364,0.0381,0.116,0.00879,0.112,0.254,94.971,217853
0.794,0.645,-7.926,0.0981,0.00079,0.903,0.0487,0.141,131.973,213440
0.882,0.689,-4.027,0.124,0.39,0.00325,0.0501,0.746,97.963,161627
0.476,0.459,-9.585,0.0307,0.205,0.156,0.0796,0.677,130.459,47613
0.789,0.335,-9.625,0.0355,0.767,0.00746,0.104,0.595,100.025,229548
0.179,0.159,-15.269,0.0374,0.99,0.0262,0.0848,0.0397,107.669,211773
0.163,0.1,-25.62,0.0398,0.993,0.59,0.1,0.0335,131.071,194280
0.602,0.847,-5.998,0.0588,0.00887,0.0308,0.0622,0.0871,138.037,235200
0.648,0.403,-15.677,0.0422,0.242,0.841,0.145,0.238,121.867,354642
0.776,0.568,-6.419,0.125,0.0204,1.69e-05,0.078,0.749,150.901,194526
0.658,0.96,-6.251,0.0474,0.066,1.38e-05,0.154,0.961,136.005,205000
0.175,0.0273,-27.027,0.0434,0.948,0.876,0.0499,0.0397,116.461,463627
0.086,0.362,-8.932,0.0347,0.636,0.404,0.106,0.089,71.398,353732
0.308,0.121,-22.404,0.0392,0.943,0.948,0.0862,0.128,80.485,190813
0.978,0.481,-7.51,0.242,0.00785,0.643,0.0903,0.197,124.998,294874
0.679,0.813,-3.367,0.199,0.122,2.83e-06,0.263,0.584,136.067,190786
0.658,0.852,-9.058,0.0493,0.00567,0.000484,0.341,0.73,92.346,248491
0.384,0.0414,-23.019,0.0378,0.992,0.897,0.0684,0.0618,71.224,326520
0.682,0.559,-5.545,0.127,0.174,0.0,0.344,0.137,202.015,192471
0.81,0.323,-13.071,0.0906,0.00897,0.871,0.0558,0.59,100.008,193000
0.527,0.964,-5.966,0.0439,2.81e-05,0.804,0.154,0.735,154.829,358377
0.664,0.191,-16.311,0.0706,0.926,0.0,0.186,0.468,113.179,118773
0.69,0.734,-6.377,0.0316,0.0933,0.00531,0.137,0.459,124.033,159013
0.396,0.0484,-19.062,0.057,0.994,0.0316,0.0822,0.46,135.612,344265
0.708,0.738,-9.509,0.0422,0.0678,0.0928,0.354,0.545,160.554,300227
0.847,0.579,-5.314,0.0719,0.0268,0.0545,0.102,0.569,137.998,267107
0.518,0.938,-5.964,0.0416,0.021,0.000305,0.288,0.71,139.138,227800
0.398,0.284,-12.852,0.0337,0.966,8.57e-05,0.116,0.114,109.599,230307
0.238,0.0737,-24.109,0.0546,0.994,0.131,0.0515,0.1,119.0,271040
0.498,0.795,-5.992,0.0444,0.00482,5.37e-05,0.124,0.762,172.564,207307
0.693,0.782,-4.657,0.049,0.357,1.26e-05,0.164,0.816,177.947,197191
0.491,0.523,-9.417,0.592,0.155,0.0,0.405,0.243,73.79,323307
0.549,0.03,-16.755,0.0799,0.877,0.0,0.0893,0.344,102.464,166893
0.893,0.762,-4.608,0.358,0.0674,0.0,0.0467,0.835,129.909,186469
0.584,0.857,-6.725,0.0302,0.00289,0.0143,0.359,0.509,135.997,232467
0.606,0.955,-9.857,0.0462,0.115,0.0547,0.15,0.285,125.007,330533
0.347,0.413,-12.904,0.0346,0.745,0.00778,0.705,0.231,96.306,196587
0.78,0.771,-9.461,0.0381,0.000957,0.537,0.0802,0.749,122.993,353874
0.45,0.12,-14.794,0.039,0.984,0.0392,0.13,0.202,94.894,148693
0.222,0.88,-8.335,0.258,0.619,0.885,0.656,0.0778,95.126,488081
0.202,0.151,-15.494,0.0361,0.992,0.000321,0.153,0.113,126.226,135920
0.702,0.433,-16.928,0.946,0.485,0.0,0.45,0.319,165.996,20840
0.691,0.749,-5.498,0.0457,0.0559,0.641,0.0695,0.95,140.121,205013
0.926,0.4,-9.75,0.633,0.00921,2.47e-05,0.109,0.378,120.992,102243
0.669,0.397,-7.948,0.0341,0.47,0.00899,0.0949,0.293,117.895,200640
0.3,0.0985,-23.111,0.043,0.951,0.00168,0.543,0.0767,82.028,76440
0.565,0.761,-5.836,0.0622,0.00277,1.7e-05,0.585,0.463,127.861,213507
0.803,0.873,-2.976,0.0371,0.0323,0.0322,0.0836,0.728,127.085,155755
0.573,0.981,-7.634,0.0674,0.0034,0.755,0.34,0.0642,141.168,208040
0.407,0.885,-3.289,0.0494,5.56e-05,0.318,0.0878,0.0579,170.022,342616
0.54,0.875,-4.542,0.0453,0.00179,0.791,0.102,0.614,140.904,198173
0.529,0.377,-10.601,0.0337,0.914,0.0,0.16,0.357,111.536,469760
0.782,0.828,-5.82,0.0496,0.00462,5.44e-05,0.0973,0.661,127.968,275415
0.63,0.756,-5.077,0.112,0.146,0.0,0.389,0.695,130.096,216533
0.751,0.88,-6.654,0.0442,0.0038,0.936,0.162,0.399,138.0,284360
0.137,0.356,-14.505,0.0413,0.949,0.896,0.0723,0.119,79.711,616067
0.791,0.932,-4.881,0.133,0.0584,0.796,0.373,0.743,140.025,250624
0.575,0.995,-5.953,0.099,0.0302,0.69,0.341,0.278,136.997,177595
0.328,0.13,-15.094,0.0307,0.892,0.0129,0.122,0.169,78.454,118933
0.548,0.735,-7.572,0.236,0.173,0.0,0.195,0.498,101.252,162587
0.817,0.719,-6.858,0.0982,0.351,3.33e-06,0.0592,0.838,137.944,154387
0.162,0.00809,-35.196,0.0442,0.967,0.128,0.0678,0.0611,76.721,141960
0.776,0.599,-5.588,0.147,0.367,0.0,0.149,0.536,121.997,184909
0.305,0.651,-8.688,0.0336,0.0823,0.0369,0.152,0.0392,89.995,242516
0.759,0.625,-7.933,0.191,0.121,0.0,0.0888,0.626,120.112,185834
0.563,0.793,-6.435,0.0459,0.0736,0.0,0.0857,0.771,94.256,184843
0.211,0.28,-17.86,0.0469,0.373,0.872,0.175,0.039,161.826,67383
0.647,0.686,-8.579,0.0813,0.00909,0.588,0.378,0.155,151.023,233572
0.738,0.583,-7.996,0.0506,0.188,0.0215,0.0835,0.493,95.063,237973
0.387,0.132,-15.142,0.0386,0.914,0.000707,0.281,0.323,100.0,195493
0.539,0.61,-7.376,0.34,0.582,0.0,0.132,0.339,182.622,126593
0.161,0.385,-19.992,0.0435,0.0964,0.929,0.11,0.0343,131.631,261029
0.798,0.534,-12.718,0.0394,0.155,0.0013,0.113,0.848,114.75,286960
0.217,0.000457,-35.885,0.0513,0.991,0.968,0.106,0.322,112.14,94773
0.886,0.642,-7.141,0.0995,0.141,0.00427,0.129,0.581,100.015,147120
0.663,0.971,-7.29,0.0657,0.0347,0.726,0.172,0.524,135.003,243027
0.0,0.000216,-19.247,0.0,0.931,0.276,0.603,0.0,0.0,218919
0.239,0.642,-7.01,0.113,0.286,0.00342,0.387,0.34,90.085,164073
0.65,0.82,-10.9,0.0356,0.0662,0.00272,0.215,0.757,135.982,215973
0.589,0.872,-9.826,0.103,0.0156,0.0227,0.133,0.795,144.905,187862
0.678,0.943,-6.289,0.0334,0.00149,0.877,0.0629,0.365,127.01,287244
0.714,0.979,-4.993,0.0478,0.0639,0.807,0.045,0.963,132.94,311680
0.264,0.0439,-28.72,0.0707,0.959,0.982,0.103,0.102,111.272,77907
0.354,0.623,-10.281,0.0669,0.0485,0.000111,0.0933,0.169,130.131,332947
0.678,0.726,-9.233,0.0497,0.0128,0.0376,0.277,0.0462,138.866,204867
0.751,0.886,-5.089,0.0743,0.253,0.943,0.0762,0.0665,111.054,266751
0.066,0.0292,-34.363,0.0558,0.94,0.745,0.152,0.0299,71.521,295667
0.756,0.826,-4.489,0.132,0.000773,0.00141,0.277,0.766,96.978,189573
0.567,0.707,-5.455,0.0818,0.541,0.000176,0.1,0.751,171.917,208427
0.542,0.66,-6.467,0.0357,0.0747,0.0,0.184,0.154,127.891,418867
0.671,0.314,-8.091,0.244,0.11,0.0,0.0825,0.296,110.898,191600
0.654,0.91,-5.065,0.223,0.147,0.0,0.0428,0.697,85.314,165133
0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028,275987
0.844,0.659,-5.587,0.0626,0.0376,8.07e-05,0.0523,0.54,122.683,267080
0.849,0.778,-5.443,0.217,0.0358,1.43e-06,0.126,0.634,126.842,232422
0.593,0.686,-10.222,0.0465,0.00948,0.0658,0.174,0.322,135.031,192000
0.404,0.52,-10.313,0.0899,0.219,0.000221,0.148,0.0375,131.828,149091
0.756,0.764,-3.837,0.229,0.0946,0.0,0.0909,0.642,132.073,191260
0.165,0.266,-14.111,0.0359,0.949,7.77e-06,0.116,0.0713,85.04,279600
0.638,0.728,-7.53,0.0645,0.0125,0.477,0.198,0.403,87.992,200953
0.118,0.2,-12.689,0.0382,0.819,0.781,0.0975,0.0572,73.378,340880
0.388,0.765,-10.567,0.218,0.00886,0.0194,0.359,0.429,81.225,230520
0.525,0.324,-16.913,0.401,0.634,0.0384,0.114,0.171,73.464,520560
0.65,0.821,-8.997,0.0301,0.000449,0.587,0.119,0.96,119.073,221000
