danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.912,0.782,-7.018,0.0445,0.0741,0.763,0.348,0.89,119.979,1NHd4UVxT5d5EGYzlDq17T,400751
0.868,0.66,-6.079,0.057,0.00454,0.205,0.0843,0.389,125.983,3W2bm5HR9tnS4ENFNJJ4XF,148571
0.961,0.395,-9.789,0.158,0.00075,0.000234,0.0849,0.381,123.046,0PQ591KWqZcslQeph3BRs5,282598
0.531,0.919,-5.531,0.043,0.000214,0.000846,0.135,0.44,139.945,2HOMVMnOukowkziBJZyf7o,260427
0.741,0.619,-11.366,0.0514,0.661,0.674,0.125,0.146,126.008,4Z4i631BesV0P6LTvfLAdL,417100
0.779,0.929,-4.734,0.0652,0.00683,0.0,0.146,0.439,125.001,7dyWwtPsaL3ThtPtkA4oQK,150703
0.484,0.943,-4.364,0.0647,3.77e-05,0.00452,0.593,0.345,143.933,4UZifG6wVTl3dFIeHKLi8y,257387
0.852,0.858,-3.759,0.0795,0.113,0.0,0.224,0.824,127.983,7FNcb05eBgScWaEEvJRKiw,204027
0.77,0.966,-6.703,0.0422,0.000438,0.932,0.098,0.349,126.01,18DjkS5pjqCBROtTVH4GK6,505577
0.742,0.947,-4.631,0.0396,0.00104,0.13,0.355,0.592,125.021,6K43zu0UqLQSj3T6nNOeH5,195960
0.481,0.839,-2.856,0.0325,0.00153,0.133,0.356,0.0453,173.095,7dFJsQQMwSlelur7tPuwnr,241587
0.614,0.949,-4.948,0.0468,0.00482,0.215,0.298,0.733,118.987,48gv7cE3Fs4DNNSgWkbu1f,177621
0.833,0.582,-6.987,0.0659,0.053,0.0577,0.108,0.209,125.026,1tNxprI7wf87blRuXUyEvC,293579
0.647,0.792,-6.391,0.0504,0.16,0.0,0.0624,0.351,122.432,4KuS9s0fuqLznp9AJTqTm7,184705
0.823,0.814,-8.723,0.0391,0.0146,0.359,0.138,0.488,133.01,5gC2aJwuSzGe3IJVlk9r2O,439994
0.69,0.739,-11.513,0.059,0.0127,0.905,0.0744,0.384,125.007,7vqcDtNvoJn5pXhktc8qe8,463406
0.793,0.853,-6.303,0.0599,0.000108,0.664,0.032,0.62,120.002,7MHjC4y8tMWDV1xA3CpqzX,372555
0.68,0.941,-8.093,0.0532,0.000817,0.621,0.0852,0.341,124.035,3eEStD7Va1vlaN5NBEbQmf,192200
0.695,0.609,-8.514,0.0353,0.184,0.878,0.0822,0.111,120.011,7J8iTj9FU0Mw8VBbGBpFIY,190750
0.511,0.897,-2.087,0.0324,0.218,0.000142,0.573,0.369,86.994,3aE4H40sir4lVzMG7MxYBj,228969
0.817,0.876,-7.485,0.046,0.0332,0.199,0.412,0.671,131.022,0hJfuyUwtEYMlGgvr3nzz9,289472
0.582,0.813,-7.443,0.0433,0.143,0.0837,0.349,0.315,133.988,5bF00VrMY3FwnQDgoP4Gnk,234053
0.815,0.748,-8.74,0.0438,0.00102,0.936,0.0945,0.612,121.002,4s3xXkjGYSwI01zTp5f1by,269800
0.645,0.544,-7.185,0.0346,0.0746,0.621,0.107,0.131,133.986,0yclRzOGTnUoXAnK4RjWzr,194186
0.528,0.822,-5.371,0.0287,0.0087,0.192,0.183,0.363,130.013,09cgbbadzZSKFd1hGN23p5,256899
0.772,0.814,-6.07,0.0825,0.101,0.0033,0.186,0.239,130.876,5hj2rvMtaOkhrkAaPvqvL6,196031
0.685,0.827,-7.745,0.224,0.138,0.00207,0.374,0.586,133.93,0Ftrkz2waaHcjKb4qYvLmz,250702
0.703,0.818,-7.905,0.037,0.000569,0.0792,0.0964,0.63,123.009,1mpD4bXO4r3xilu12Kaf5Q,182750
0.788,0.873,-6.188,0.0431,0.00344,0.311,0.332,0.291,128.004,5CE0k1VmTXgCtaa5L288LP,223537
0.681,0.892,-6.594,0.0454,0.00056,0.856,0.0364,0.46,121.008,28UChihFP3bGpMJ2oaRpzF,269711
0.806,0.7,-7.639,0.0783,0.000113,0.869,0.0832,0.354,129.023,7wQDLRHNGvu0ATxjrIy9O9,284207
0.565,0.636,-5.855,0.0319,0.0484,0.0331,0.0979,0.16,170.0,3GJbXOYweOltxSiOsCNkMd,227427
0.756,0.962,-7.526,0.0583,0.0671,0.703,0.194,0.749,136.981,45bfH0GZvUyujIBiKRhXso,358267
0.73,0.589,-6.685,0.0634,0.15,0.118,0.198,0.0585,118.044,6XM6FI6rPJBnhoF6heNHeN,277787
0.703,0.873,-9.467,0.0562,0.0189,0.57,0.316,0.534,136.0,1UERuR9hjz9GM609JIjtGx,277239
0.748,0.66,-9.286,0.0631,0.00714,0.916,0.0512,0.963,116.001,2X164v7FUt5IomYBz3ofdq,368707
0.74,0.615,-9.66,0.0905,5.09e-05,0.859,0.0882,0.504,137.052,6NzCy1aUFe3VOWRdnbmQN1,310855
0.711,0.769,-8.113,0.0364,0.19,0.928,0.146,0.482,124.987,4x9l3fDzgvzg9t7Csbufrn,374562
0.632,0.946,-5.586,0.066,0.045,0.0127,0.056,0.378,130.037,2gqoaVqj3suM9DAkeBgUKD,219187
0.713,0.923,-4.555,0.0442,0.00193,0.0426,0.0879,0.363,129.985,4GTa4r47RMGgVzESGRmEul,221500
0.531,0.89,-6.308,0.144,0.00198,0.497,0.0913,0.411,169.963,7B0gxo0jQCy5Lk93RIODAC,152559
0.807,0.902,-8.213,0.0517,7.11e-05,0.926,0.222,0.514,122.994,18gn195iZFHDeLX7PiBkfp,320653
0.654,0.786,-10.383,0.0391,0.00361,0.858,0.259,0.637,121.995,3o0yIwcf91q6p6n8xs5NVQ,240041
0.605,0.973,-3.214,0.0806,0.00063,0.0995,0.455,0.49,128.014,4Uz7te06snSlkmcIwwAvkw,176367
0.769,0.842,-8.6,0.0505,0.00839,0.892,0.0621,0.347,134.02,3Pl95ENb22SyQA0ATuV7M3,320000
0.486,0.444,-17.831,0.0945,0.229,0.814,0.109,0.468,140.048,7KeANzNehacJlX4AsNUeG2,246333
0.598,0.922,-5.182,0.213,0.0508,0.0,0.347,0.531,137.954,0mQUq0nuO4NOxkCElgp2Y9,228067
0.617,0.916,-5.937,0.12,0.0257,0.00036,0.0654,0.246,133.959,0UNzzZBuQfZwNJ3mk2PYbm,245821
0.788,0.759,-6.651,0.0458,0.0122,0.1,0.0713,0.829,130.009,5imVAY20zvISpCoBuoeqZ2,187251
0.715,0.945,-6.464,0.0615,0.031,0.0845,0.268,0.599,132.005,32DqQqnNiZI5VxozdaUUDu,238830
0.492,0.943,-8.267,0.0378,0.0924,0.956,0.273,0.813,128.0,4QreGo9Ivksjv4c3Bnk5f3,217500
0.634,0.659,-7.143,0.0263,0.373,0.00325,0.161,0.38,126.977,3360fzHkXtFCGSnTpyBMRA,257431
0.784,0.489,-10.5,0.101,0.0199,0.00379,0.0932,0.468,126.048,6uX3HDedpfYWZVrbqRwrjq,197545
0.688,0.671,-10.486,0.039,7.25e-05,0.86,0.0818,0.716,128.002,5HeHCAWBZ5RwOhi7RVb1Uz,363750
0.651,0.92,-7.123,0.0453,0.00371,0.692,0.0913,0.54,134.027,3gAGOLayBLPJEMioVXDGiO,314142
0.61,0.886,-6.739,0.0491,0.0133,0.00138,0.0877,0.81,139.985,2302Z0DrnuYan1AfNO04bz,207841
0.719,0.671,-8.597,0.0493,0.00457,0.841,0.121,0.598,133.97,6JzQKtrCAh7riHwJYMNPtM,202388
0.605,0.767,-7.932,0.0368,0.0188,0.948,0.073,0.323,109.995,2YxJlStqLuzxmRaE6S9K0s,317184
0.793,0.751,-10.423,0.0429,0.903,0.939,0.0947,0.189,128.009,13Az3ZhB2kIknz7OSLFybW,319943
0.644,0.584,-8.505,0.0384,0.139,0.00294,0.342,0.501,84.495,1qYSKTn4Peb38J5828xUmF,178520
0.845,0.581,-10.676,0.123,0.0438,0.000125,0.101,0.49,126.97,5guwpkhQxfe25YB9ErXqGY,168375
0.451,0.83,-6.777,0.0402,0.904,0.929,0.145,0.863,120.02,09gQa20jqpVBfVTxyNywd0,304000
0.742,0.727,-8.362,0.0534,0.33,0.88,0.101,0.822,127.995,6jnw0Ej2zvqMI7iOGctTfP,244262
0.697,0.815,-4.124,0.0579,0.00142,0.756,0.0212,0.437,134.992,0oMLuN4cldfEiqwIY8dI7K,258653
0.742,0.855,-8.344,0.0611,0.0317,0.81,0.119,0.0455,138.008,50OKS8aOeuiegMnJuPKUeN,420684
0.751,0.834,-7.018,0.0713,0.0749,0.000505,0.149,0.563,133.972,2K6qq0V7jXSlhucLr8R74Z,175246
0.446,0.692,-9.617,0.148,0.00337,0.884,0.295,0.14,85.803,7oEWZNifk5RQqwVIsjUuH4,471377
0.599,0.814,-9.001,0.0661,0.277,0.535,0.272,0.375,151.207,5VChaeq6hagzFFwDsWETyz,192454
0.789,0.828,-6.497,0.0636,0.115,0.693,0.0872,0.589,120.028,7JDjw5R8GuEgJW7jcGDvwb,196615
0.75,0.821,-6.504,0.0437,0.136,0.0503,0.325,0.654,130.015,3oHOObxpYRdsRwVqizxWNM,159562
0.626,0.9,-9.387,0.0431,7.28e-05,0.76,0.104,0.682,136.988,4g8jAI4REmgqoE9aDZwFZi,199876
0.672,0.818,-6.272,0.0813,0.0374,0.924,0.139,0.264,118.961,7BS4EXqFhTjCxOWviduleh,205993
0.496,0.873,-7.547,0.0362,0.00335,0.896,0.099,0.0458,130.0,4ho6jJU2nbX0NbiF33i4tX,293489
0.546,0.87,-6.795,0.0384,0.00362,0.659,0.0527,0.036,129.998,4BG4Smwt9cu1RzAKurrIN6,373167
0.75,0.828,-8.785,0.059,0.00239,0.798,0.347,0.621,138.01,7AAZFKHnWrXQfcDMZcjeAU,229565
0.596,0.781,-8.436,0.0353,0.0625,0.737,0.086,0.306,134.0,2wi0QZ8SagYzfSeAee6Rm4,230644
0.694,0.986,-9.88,0.054,0.122,0.917,0.116,0.58,134.0,3rvp7TBddkCytpmqmlvb55,403172
0.555,0.931,-6.768,0.0486,0.113,0.934,0.104,0.508,133.983,0wFXUI6pRUNLdhQYwwPykg,247873
0.689,0.609,-9.889,0.0382,0.295,0.0455,0.117,0.103,128.024,3DVXjW5D4mPCS7lcUdkuq4,108646
0.584,0.613,-13.823,0.0418,0.113,0.855,0.108,0.0511,118.883,0VzV34W0NidIVjz6IPlEEV,251188
0.588,0.414,-10.811,0.0303,0.058,0.909,0.16,0.295,130.07,3qwf9TLFi1AxfNtFWiXEV1,181120
0.645,0.642,-8.577,0.0383,0.0029,0.00955,0.095,0.256,130.002,17TCTYGxieVPS1TBTUdQkc,200493
0.778,0.559,-9.474,0.0467,0.00098,0.904,0.0825,0.35,140.01,6ZKiCDG5v785d9aYTqkhhk,240724
0.705,0.88,-8.887,0.0631,0.00481,0.862,0.0512,0.581,127.982,3AaGCSpUFAmtB1XGxz5IWk,245208
0.73,0.891,-7.939,0.0701,0.045,0.712,0.186,0.976,129.965,6ilWOSGCIpyRCnVUZsSbEB,173264
0.818,0.748,-6.678,0.0717,0.00791,0.00775,0.207,0.472,126.069,5qJm4xvRCOQ1zedunDnndW,180952
0.297,0.555,-9.344,0.047,0.0263,0.409,0.303,0.228,144.601,1Pfun1VMFlTBwgqLNdUxcR,220653
0.656,0.203,-14.992,0.0574,0.983,0.772,0.164,0.419,143.915,0Ume2ALqcG0LDPecFmNgAV,146720
0.631,0.965,-5.273,0.0689,0.112,0.663,0.0717,0.395,120.029,2sFOzyRqcN5fKXPrZJjoc2,232305
0.792,0.786,-8.901,0.0653,0.00101,0.783,0.132,0.698,128.017,10MxEAlZuBPiidcQ9cNyvx,221387
0.752,0.577,-8.829,0.0292,0.0315,0.11,0.0804,0.238,120.021,7vtUYIuSNNeVZo2HoTAdtl,228621
0.722,0.521,-8.099,0.0909,0.472,1.66e-05,0.0743,0.962,159.936,0AWkXy7GTpvh8h85Np8Ug0,141782
0.661,0.393,-17.649,0.0653,0.00484,0.809,0.065,0.503,134.002,44ZTXLhsvi5vaXTDhQsm33,490299
0.774,0.716,-7.907,0.0632,0.0283,0.0479,0.172,0.686,125.01,2jT3SPpQCkkHilhF799MUR,217621
0.648,0.757,-5.932,0.0296,0.276,0.092,0.0987,0.38,119.971,2ECjeYPCdRNeuCzO0W1UMW,247327
0.806,0.981,-6.689,0.0646,0.00586,0.863,0.0512,0.914,128.0,0Uo3ri0yFn2iUh2c3Z54uO,360077
0.703,0.875,-4.361,0.0485,0.00259,0.729,0.0379,0.551,128.003,7nZNvE2EdKrH127yzBMW8E,197728
0.797,0.548,-5.992,0.033,0.71,0.0336,0.115,0.465,127.993,5g1IxCinEawQcerAMrs2tU,168724
0.608,0.479,-9.213,0.0397,0.4,0.272,0.107,0.313,130.023,6fHovUU6c7i3h7GY8S6BSs,262000
0.565,0.447,-7.429,0.0529,0.0086,0.0335,0.111,0.126,165.993,28xeM58xfbn0ahMEfjAsHP,220452
0.681,0.826,-6.72,0.0547,0.362,0.0132,0.14,0.549,123.996,2uUAW6qgya8keByF9mh3ui,241087
0.857,0.558,-7.888,0.134,0.0122,4.8e-05,0.288,0.453,123.973,4DByEumlGTZKSzuVEZ35eo,288255
0.742,0.808,-8.242,0.0568,0.000239,0.812,0.0745,0.569,126.017,1iWfrT2k3jOcsa1yoRuOPB,288088
0.639,0.658,-8.633,0.0353,0.0126,0.829,0.123,0.29,121.998,4HjFcknvaFWQNP9rJQngIz,288019
0.589,0.895,-7.397,0.0399,0.000595,0.617,0.239,0.255,126.002,1ddH3uRnJ2MCcAC2HzoDeI,263158
0.731,0.715,-10.124,0.0396,0.334,0.897,0.114,0.327,120.984,2NmFvSMwXVq96rjluHhPyR,297606
0.631,0.811,-7.931,0.0326,0.439,0.899,0.0672,0.147,126.98,5uDNFpDhvw65Jwc7F4UJJg,253500
0.836,0.831,-6.624,0.078,0.000349,0.112,0.12,0.545,136.004,0dCoAtdih1oipgbx4jFqcg,348315
0.797,0.718,-6.868,0.0569,0.0338,0.579,0.0944,0.561,112.019,6YGn4dZqpmb8zRPTkDAAlo,195605
0.823,0.588,-10.026,0.0739,0.0183,0.259,0.06,0.561,120.018,0eK9owI3ww9aY4KT7pFOt6,290019
0.599,0.592,-9.022,0.0327,0.0292,0.181,0.194,0.373,131.929,5D898hh48b15X198JU0DVC,196492
0.832,0.782,-7.774,0.0527,0.0219,0.768,0.492,0.798,135.0,7xLFFvpk9ntQRNzQnflX5X,201500
0.832,0.433,-15.566,0.0437,0.42,0.687,0.0942,0.275,117.904,6kqAKtIZDTeBjLdJJ2jiTt,572217
0.717,0.624,-10.191,0.0382,0.359,0.873,0.0832,0.0953,120.016,5aMmekZWQmnfiaCZXDqENv,339442
0.802,0.856,-8.764,0.0575,0.0294,0.878,0.666,0.719,127.067,6plKjqeFQ30GbfAbvS3srq,493000
0.419,0.74,-5.601,0.0876,0.233,0.00135,0.123,0.254,149.699,2gNYF7hcGCugn9lH5fjnZw,258480
0.55,0.629,-9.762,0.0447,0.112,0.0114,0.0976,0.202,111.009,6ExxJ9telaOPy8U2onom9F,232918
0.276,0.571,-9.048,0.0386,0.0765,0.969,0.04,0.0573,91.481,2N7kFL9VM9JrS9XvavwMqd,295172
0.746,0.765,-9.279,0.0527,0.263,0.324,0.0706,0.623,112.794,1BX7vT2Pc6FNFblmhnp6ke,211227
0.56,0.732,-6.646,0.0483,0.173,1.16e-05,0.322,0.188,159.977,0FU3cNMUISYdzNrzZTKC5V,320000
0.61,0.709,-7.143,0.241,0.00707,1.61e-05,0.273,0.33,100.489,15cYjzRUBRrDHn76GdxWiv,232122
0.721,0.819,-7.328,0.0325,0.0348,0.0834,0.135,0.297,128.011,0QEbtIIK5pwcZZYuzjTOZB,170680
0.722,0.77,-7.171,0.0601,0.00437,0.35,0.0833,0.152,125.008,48gwHIUd09s0g1JxEv9VzJ,219360
0.441,0.923,-6.756,0.0627,0.00557,0.165,0.0628,0.23,135.043,1DjivOHek7yr3b7xGVAV7S,184243
0.683,0.944,-3.201,0.0729,0.0167,0.885,0.0985,0.342,175.007,6tiK5mxdY4c8AFMhypVgG7,203071
0.633,0.72,-10.155,0.0471,0.0549,0.852,0.1,0.164,124.004,3TWcBUoQnSXKw1e4cbws5H,329072
0.778,0.942,-4.239,0.174,0.0111,0.177,0.342,0.851,125.962,3ddJUAVAo7b1AnNWi7jtZX,183113
0.667,0.861,-8.381,0.0466,7.08e-05,0.917,0.0976,0.271,126.008,4n8fxV2m3ESCoQgOaMrR2n,308571
0.811,0.939,-7.462,0.058,0.00807,0.854,0.623,0.534,124.992,5Gdw8r7y4NUer8LVGPBeM2,299557
0.577,0.911,-8.914,0.119,0.0471,0.0,0.0862,0.195,133.979,3g4JgXeSpv5wXGzdsDxCRi,334887
0.69,0.22,-15.534,0.0301,0.836,0.737,0.0968,0.239,97.048,0nXl6xvbm0tH7FYY1wKlku,215898
0.761,0.609,-10.189,0.0673,0.0916,0.529,0.286,0.498,120.029,216LOkWfwFC0oI2ffMApMc,239846
0.692,0.672,-10.48,0.0403,0.0395,0.924,0.0939,0.441,114.008,7huFrzl3tBNxSr8tp6zyDf,189423
0.831,0.522,-10.132,0.0576,5.55e-05,0.819,0.0809,0.515,120.994,1fiwPnzU3b50IhhhgDVorQ,225000
0.728,0.707,-9.14,0.213,0.0295,0.00165,0.2,0.556,130.025,7j8ZIYTv5F5hIXY9IRIZnY,208398
0.653,0.738,-7.621,0.0534,0.29,0.805,0.372,0.465,133.999,6kaBmYQgjE8eOBq7pLLfV8,210480
0.615,0.638,-8.432,0.151,0.0412,0.238,0.0782,0.329,129.897,2Hl0upSnUWcTVak4PVxlX3,142763
0.853,0.957,-5.765,0.172,0.354,0.12,0.153,0.347,110.003,3cVi9bWA3cGzHtYlWTIcCY,270000
0.702,0.62,-12.96,0.057,0.25,0.898,0.111,0.107,139.98,3OWJfQQGd8YuCRP2K6DkUa,298286
0.77,0.871,-5.039,0.0432,0.000301,0.848,0.336,0.358,128.021,7gXR2JukLmjLqryJmqQmTK,221500
0.481,0.886,-3.655,0.0807,0.000679,0.00132,0.18,0.164,152.852,700H13fA0yvHTxLlaTFw0X,178039
0.551,0.744,-8.415,0.0328,0.0209,0.0236,0.276,0.186,109.946,1GiPvfJ558pRE7kP3X7vxd,216750
0.638,0.734,-5.867,0.03,0.00803,0.266,0.174,0.0851,128.003,67zWylZHTu4lLgfoPbV71r,226875
0.369,0.932,-2.394,0.104,0.00816,0.0,0.103,0.207,149.838,6gySerfKKZpMZb1t8gz2HR,222400
0.612,0.834,-6.34,0.0426,0.0947,0.324,0.138,0.182,122.123,4kqikvllN5GRPrxf9vQ1SR,195738
0.584,0.91,-9.815,0.0342,0.000924,0.925,0.108,0.0368,121.972,1YSpczovBtz4fk8BxWrhvn,208000
0.397,0.946,-3.92,0.042,0.000198,0.0131,0.354,0.152,174.987,4iZjLwKa4VUZBeeMvgyNeL,207086
0.689,0.632,-7.589,0.0742,0.286,0.798,0.384,0.149,82.982,0Hp6vVEvnAcUl6weg2tUBM,199250
0.297,0.881,-3.226,0.0722,0.037,0.0,0.11,0.456,149.822,70f5P5Fim10r1PxlJu15dw,251902
0.375,0.696,-4.219,0.0798,0.0163,0.000103,0.382,0.178,150.434,2zpxKZdSjm0J2VRIn8PpgH,228356
0.612,0.656,-10.973,0.0339,0.0247,0.883,0.264,0.0388,115.008,00uWPR2Xr54sF4MS2hnZ1m,210000
0.633,0.899,-0.671,0.0716,0.000559,0.287,0.084,0.677,149.923,10Ypa5Os3CqBKRZT8K2V9Q,169600
0.461,0.336,-10.844,0.0248,0.169,5e-05,0.0852,0.0888,156.153,487irnHaIRbh6VOWFf9qGs,197817
0.446,0.829,-10.063,0.0465,5.27e-05,0.0108,0.108,0.484,138.069,2gsWt9FOHIq4Z7p5CXUD9j,159674
0.723,0.898,-9.235,0.0382,0.00342,0.84,0.0647,0.0366,120.01,0ggSBp3T5MbFG1bggJ3GL3,202000
0.659,0.842,-8.419,0.0352,0.00488,0.916,0.0671,0.176,118.045,0o4GFEcDdhbfGruMLIPOKV,219250
0.775,0.805,-5.736,0.0413,0.0182,4.98e-05,0.0856,0.337,125.0,5GRM663KWRMOo3OOcGsSlP,157440
0.641,0.955,-2.761,0.142,0.00292,0.408,0.36,0.175,128.001,3fRF3qz1d8f6Sx2dnhPUZZ,275156
0.589,0.685,-5.675,0.0442,0.15,0.0,0.143,0.416,149.877,1UyiFox8VnAAFRweBDKhy0,220800
0.534,0.537,-10.76,0.0393,0.0932,0.133,0.0722,0.0649,123.952,0UABxGfYqdlM8ZorINo9Ia,242000
0.794,0.847,-3.285,0.0561,0.0571,0.000407,0.157,0.422,108.014,7HNsbDFhZhs2qhEjC2W3om,151111
0.564,0.914,-8.029,0.0336,0.0134,0.814,0.189,0.207,115.998,1uuTI3HJbxIB08RwfIzbir,186750
0.615,0.686,-10.118,0.0315,0.000435,0.833,0.417,0.0785,117.014,3zzqGcRJJ4YoegJMnLMYnh,227000
0.668,0.872,-6.202,0.0284,0.0279,0.00289,0.0747,0.11,124.012,2YQq8vFPzvA7seaAKNJkdt,163304
0.478,0.946,-1.601,0.248,0.031,0.262,0.0817,0.099,145.05,5j5AySWYSMSsBD4nmz6z1D,231724
0.705,0.822,-8.077,0.0488,0.0327,0.0395,0.341,0.279,122.008,6nRh4WwS6Xf8j87U8YFWnh,183928
0.73,0.525,-9.234,0.0347,0.605,0.0725,0.0773,0.146,136.031,3W6vWG13TkIE12QTdCSfUT,216046
0.384,0.434,-7.18,0.0613,0.0876,0.105,0.0611,0.0735,92.812,4JXgJ33UmguXF3F9B5LwlD,139355
0.665,0.595,-10.142,0.0271,0.0111,0.185,0.102,0.138,117.992,6PZDe8NpAjiUSkD3q6gCPs,169750
0.689,0.502,-9.786,0.031,0.0509,0.689,0.0772,0.183,119.998,2hR48fmeaUy2AHrcbznrvB,280063
0.682,0.489,-9.285,0.0323,0.00359,0.781,0.102,0.327,118.024,1nMcBqQJHunwJk7SSE8tGa,234562
0.667,0.56,-10.297,0.0294,0.0231,0.883,0.0506,0.18,116.991,0pgwo0KZuqBCwHqpAw7zC4,271500
0.793,0.828,-7.53,0.0424,0.00619,0.0149,0.195,0.725,119.989,2wz4bHcKZgbfZGzZ0LB2fn,205000
0.602,0.843,-5.208,0.0785,0.202,0.191,0.119,0.223,125.008,6kIduXkQyuc3hP28wgntnJ,191065
0.639,0.918,-10.307,0.0344,0.0316,0.828,0.107,0.0338,120.018,3rnFEiW9efHwnzsb9KzUVd,200500
0.75,0.79,-7.954,0.0491,0.00411,0.817,0.0915,0.156,115.006,1WnSUyG5FQwIwWYMzMTkRS,205000
0.665,0.905,-5.492,0.0409,0.0213,0.87,0.0807,0.14,127.969,5vkaCS15NjWCJzEAEFbP4q,172500
0.825,0.896,-3.787,0.361,0.0186,1.99e-05,0.432,0.802,160.103,5e9Pd60eHsH6ERbuzh6krO,105000
0.804,0.568,-8.876,0.0434,0.0141,0.819,0.0937,0.255,122.018,3RGmpu3LDxFSMRhrvZsIXV,249836
0.59,0.706,-5.826,0.0453,0.0182,0.0,0.211,0.195,126.055,316uf691AwTyNmSmcr6ceL,202887
0.347,0.893,-2.988,0.362,0.0302,0.000146,0.169,0.221,185.592,1B9t3ewu5mPiFHbWcGudRk,209677
0.766,0.559,-10.156,0.0503,0.000111,0.813,0.062,0.317,119.0,1FmxHYqNEeMq6KBb3F5dlK,217000
0.618,0.907,-1.131,0.0512,0.00778,0.00157,0.473,0.173,139.98,5GXQKVMqoz4jBQA6Botohj,222862
0.715,0.795,-8.838,0.0475,0.0288,0.908,0.218,0.473,117.981,1fOVxx0XtG0mZSN3rQ3Izu,191156
0.718,0.874,-4.061,0.0529,0.0601,9.8e-06,0.0782,0.62,109.928,3dI7bW8OnWBUCCeBNwQ08J,158441
0.599,0.962,-2.001,0.0841,0.00164,0.873,0.148,0.0499,174.035,4bc9Yk2C6ad3fAnTLfrBGZ,201379
0.486,0.496,-5.491,0.0345,0.0232,0.0,0.0775,0.346,158.061,7Cn5dFvCckY1q6pB8u0WHt,249533
0.517,0.747,-10.962,0.0365,0.043,0.892,0.102,0.0564,120.004,6D94kYTNC5WWi218Xi6K6Q,231062
0.481,0.995,-1.479,0.414,0.00295,0.00144,0.421,0.0608,150.042,0eabdClGMPVwX7gJ8ilNke,162357
0.64,0.779,-9.101,0.0376,0.0041,0.796,0.0567,0.204,118.007,5h2qGN5jMJXp68VzQuMqql,236875
0.431,0.895,-3.431,0.123,0.0148,0.724,0.341,0.426,127.984,6IzufCdUFDMtLG2EvHwYFE,238125
0.715,0.931,-3.0,0.157,0.00857,0.132,0.409,0.805,127.925,6OOKfkImPzQ60wK5ElkAKu,240000
0.546,0.582,-9.668,0.0319,0.368,0.0539,0.109,0.128,125.007,7moYWZMEBBi9JgO1vbmPU4,228250
0.474,0.928,-4.559,0.0813,0.187,0.0001,0.523,0.557,149.828,72KWzvjNEvKwsJAGBFlrHT,174400
0.689,0.943,-3.684,0.0986,0.0201,3.64e-05,0.0472,0.386,127.033,3cfaX2K9Jv3Aj8joDU1Iz0,164409
0.589,0.759,-10.281,0.0373,0.00683,0.907,0.181,0.133,119.995,4VjALfCVxHTUB1Te6FEWUY,276000
0.404,0.89,-3.498,0.182,0.0997,0.0,0.101,0.528,150.126,62MxAFvT4ro5MWT9QkS507,186052
0.641,0.904,-4.057,0.0571,0.012,0.673,0.353,0.195,144.966,5IwjMN4NyKLbPzLbgUbSEt,167172
0.546,0.843,-9.217,0.0329,0.00206,0.647,0.368,0.159,123.999,0YYghi9h8fntXyNlOfbMJl,168625
0.755,0.731,-5.59,0.109,0.0906,0.00267,0.126,0.291,122.038,3lLGqbg4MFogvxKKgK3dQB,152828
0.815,0.632,-5.462,0.0657,0.33,0.0,0.342,0.731,124.012,7m08i8rbSnQPZGkglbIyPi,210387
0.598,0.947,-5.381,0.0843,0.378,0.0209,0.107,0.0555,120.037,01gtYUZEfMHuP7MIzxzVAn,181000
0.555,0.762,-7.385,0.048,0.0847,0.000897,0.0819,0.49,162.052,1yENbQJNL6wsdlH1Rj4niI,191438
0.424,0.561,-7.69,0.0379,0.101,0.00172,0.102,0.163,140.05,2hF4pV2De5EmnN6eRoY0qt,243429
0.468,0.892,-5.278,0.131,0.000379,8.44e-05,0.0737,0.45,180.075,5wDpPjfvdkrMWSXt3hkrvC,213333
0.553,0.715,-6.303,0.109,0.248,7.23e-05,0.0861,0.323,168.258,5oO3uDOrOH40dTli71WhKW,183571
0.71,0.546,-9.553,0.0993,0.0366,0.00931,0.113,0.179,140.016,2KzeffN18xk66Hr4Z3xaV3,225313
0.561,0.737,-6.478,0.0414,0.601,0.126,0.141,0.134,123.929,2RpGwWxhXzYg1mDPW60tnp,174194
0.434,0.388,-7.281,0.027,0.227,0.0,0.394,0.24,89.378,3SEdvlyxBLIai10beYQPWp,198674
0.667,0.781,-6.552,0.127,0.0484,0.000148,0.498,0.107,126.054,3JeaPFm9uSisDgEgFXEiHF,162381
0.586,0.837,-7.236,0.0364,0.0028,0.738,0.089,0.33,128.008,14EigRNygCmhTnP01U2y2O,197534
0.599,0.61,-6.835,0.0361,0.256,0.000165,0.0894,0.173,110.003,6ijfXe09huLz1UpJgznGG4,233451
0.466,0.595,-7.08,0.0329,0.112,0.0,0.127,0.209,114.925,7z2kq6mwSPjzY9BkSEO5Vs,181629
0.728,0.629,-5.271,0.0642,0.215,0.587,0.0732,0.723,77.487,5g6OAdS2Tst3Hq8V1SB4tS,152129
0.688,0.856,-4.619,0.133,0.0305,0.000149,0.112,0.203,91.898,2jWPHVYIUa2Q8DrwFioX1C,211304
0.519,0.722,-4.815,0.054,0.111,0.00292,0.102,0.259,150.077,18Zir5670fTYsCfqbV5iYb,184000
0.382,0.577,-6.277,0.0429,0.0279,0.0346,0.0631,0.101,149.988,1ppxq2JdEEAUL5K8imMVTj,211200
